id;n;e;p;q;d;t
222;C6D7AB5395DEC78996A53E4DF5110B553CB99F18283FB8D7199D8B2034D85BA2B3C60F66DCF4E3AD0DCD5FCCB974D96192CE102F9F24CD8A06CFA1A348DA8BA708A9EDC9DA7F2AAD1A88C2BABB635625F43D29E1366A8DC828CB8B1EDBDDC4C2864EF196C69CDC343350CA817708F1E622A38FEE2FF42C936863B85A4D2B1CF5CAFC184CBF4205754EE3E68A4A2BEF29058ADFCFDC7600CCE46F03BEC569CD71FB4FC3A7A52AFD5ED8F3FD1B106967C8241B1AB0905A5093F5D2912B6311F3A23DD11D9C1E85364CBB16DAC917E7D4A6B36B3CC3013255B14A14B2815A205B2F0FE3488161F1DBA6AAAFCE8536FADF19ED37F731A0F944F4AF527328C37E66AD;010001;EB9C6754BF350B8F7118E8CDDFF6556212003E3049D875C9E6A8DAF724529FC02A887FA27AFE16545C6A1E1635D961EDDB6E3251CECDC645B5DDDD98516B51BB8F71F322B2DBCC1569604EF0E40434F9EAD0561896124734E9FA982BB8FE1964A206EE4E5FCC369FC29EB60CC866F5CD0B7249A7037B51095432D0E1CA69E9ED; ; ;7444
223;BBB0F50DCF3D76E50A7918F6B7705A275AF46B2303F94CEBEE7C980E3467218C05260701882FBEABAAA980EC4CB67078AF5BB230B5A3A428013ACBA95F2FE0008F8E2F8202550EFF8F8D127019D5C17F0FA420A03D90FE3BEAD9C3CAAD0CE8865D3F933E0D50DDB0727165CD67BCE844ABC0CBD47DAC6EF942B9E147226704B63AE6CDAB7C2BB12BC2C08B06267BACE1F28A0FAFE636A4799FC9BE032CA88F25EAE9EF451AF93B2DCE8C1B4D1D2E5DC0DFB2BCFEB56CC9EF43F8CAD6FF8ABE5DBD2BB1F758D739CD2FC1BF3BEE6FDA8E32E537EA864AED10BCB198BAEABE6BD257AD4B91E32C676D9A61FCB695564C5EF5EA9B7FD5CD1693F6E0BE0FBD6C3D75;010001;E1E9F5424B13E62B1BDC16EE50AFB7B146B134018F3565FB6D895573D46B0FD124450704E59D69AF2F1AEE4E49B0F1609D9F21CA7B7DC140004F22A7677AFF5345ECE24746B442AA4A1B92A9B3CF134E7213F16369A708A907482F8D3A69A077AA1582C86928EAEB862E68F8093C0F0736D0EB51805AFA393B74AC1C5C6BBE59; ; ;7328
224;B079C456DFFCF2789C9B9996B0D323F30C5B639F45C46C00BE1D5E3CA561C0A3FAB8BECC8805DA1E72020BDE9AF0500A0EA9E96BF7E1223152ABAAE9C17FDC4D07FF7AC78C6D94B0E28EB360B6AE912AD87E41BE1FA1ACC0B5B80240CCC92C5157603A0D0759E5F000B4B502E63FAFEDB9C91A78DF5958945FD434D75D221BAD015C5ABB64FE6DDFE2F3D201FD3D41F22DCD3C2AE65551E58744C048C0973DAF3D950E3BF1A76FE0040AE4641CF7ABA573F5134AB2233B2AF03B0F5C95C8144A187D1E85B50F05C89FCC291BBA22C3650694243563556C9B5A483047931A41989B4D082BA2F4CA4E26FEAC8764701045FADD03A393052519759D07BFCF5D6D0B;010001;DA83C0807B84C3EF07D665408392311FABBA2FD0632377B309A3B8746584E65061D2AB3CCD9EE15047550D9DCD768A305A65B71503EEBB7E06795D2F348619A6C984312C4B078B072879C8DBA2D97699CBC7210010F585F0C04830826754604B96B7698118CE51ED6437F9D5BC9E0DCFAF3C427590379C1AEFB71CB22791641F; ; ;1887
225;A619225C1D7E7CE87C3D7794A9D48CA374E5E5AD5BD443F5AAD7A27035DD85D5A317F25E30F13313AD4601BA79F0BFAD2AD88469ED1C46894DB6BB00AF6738F9CF99208742B176E14DF797A38C2A66925063BE03EB3AB97FDBE4EFE154E949ED520C0BBEB122A2F85A9161FBA332067D1B0A60A4AFD609F1BCA5E8097881C9236A2D5ADBA334D2150FE4AFCC50669CC3D7525B8118EAA1D6941A4B411795277E701929376C2C4D4F3E055F8B2414F4CC8D855DB592D4E8DE7F1338594E5F8C4C630ECD42A1976B56AA1206A0FD0068C547A011FFCF4242F8C8E6661159CB0677CBEACF642D29DB259A631286FD5360A56D2E9BECD80BE3788E1583F8327EC837;010001;DC9DAB4D23A2B8EEA4408DCFB96B02EED28CA3D81B2452952E4A6CEFBE9A2FC6A6A8D1875DF3CA2AE15BE5E691C8CED882BAFD6BE402D8356D8B951733124D0A70FDBA9570D194E0FD715E22242C5929C57ED8B626D99020502B2C2C9D2E8BC6AED0941F659C7357655F8CEA2BF7BACA22B2757C9204959780F26C3E32F179D5; ; ;5982
226;BE237013DE724237D24ADC43F1B83E529217F10A03F68FF092376758EF193898CCB28E41FDC6D8BB73314EDDD5EE97738A84494BECDEE3DE6244D61DFEDBB215C3A551E23B38FB857729DB55A1A1B5725ECA92F776087992936E58B2BAD0D7951A8AA39FCA46D116C3D6A9BF2A45E3B117FBE1A353D87916A33ACE39A709DB6468E34C9D48CFB97F5FF59081C814378EB0BCA7DF710F691055178797A0D559DD7A27C898F200EF6278D40E40C91D20517B5C19546ED0293E5F2A295225B069BE71E4782964BD30F1F140FBDBE1D34CC7F5EDC797D84898B562E2B2FA15028E0BD88B8590FC7264F075AAE9F9538D13ADBBE50BFF9B9470088BAB5D893A1EB47B;010001;FABB69E76F18AD333113ED618CA4E7C3EC051F13E7ADC2BC40BCFEB114CA533171534B4E8242C19C2DDCD441BF211BFC3C7AD5BEAFCB0A4CD8D382C999D4A74FA141FE98E8CB158CFE133DCADE18A06D726E73428E7E464DEF5E6383A31ED499FB469300F6FDEE440D4214192E7951D2FEF777A2C7D7F5709C0DD78A03B13013; ; ;1386
227;D7351BDF51D4527F7F9750C01A5424E11891F2FD8F9B521DF5F79817C182B3EC3F4C3D438F820C0DE57E766CD28D8FBF2C09AABEF51C981878A653092D3DBEBA57C4C68AD4E6243AB367F4929DF43A0D4A59B6DC579AC9D436F883DC11255EA008DCC55F43C11D731F94F0C29A238E2A09F73B940D4BF5AD4CFDD7DFDF2EBC2E90ECA040C3F47D1D76C92E04F2B3F3C32B51C63D4B5278E2EC77ABB5D4543D3C5E8107B0E3769BFD8EF670BE712B8DE4BACB3CFA2BA291CE83E20C8A4BB5DD2F1D2B203168CA55911380D65B5F0E2BCB3FDD3C6BDDE59FA80A2E0BE817852F53990ADDBF6893343D9FFDDA4C4109DC6159ABDA0F08C827E3EDA4305785DC9585;010001;F13C4C81BC40325AE996E4B06DB324302A8AF6A6A4DBEFB8D826F591CB2C1188BBF1E3F8095EB71E70C7ECA73AF589ED71B12600135DF259809E5ADC4494B38D3DEE4CC6BF36ECD322D4199754A62FAA1E67E7896AF1D7BCB0557EEFE057D9707CB2B8183F5DFF4CFB703E1B32788FBCEB433A1FDEE079134610421F35704377; ; ;4192
228;BFBAC54594F09FA8F5562F3E416DF66F05EA13866393CC682E36BDEC88E7F4CE6F82631AE31D8390F0A84364975C26197E328692B3C9786F7AE7E447C69E2A898CC1BB3AC7BC795FF9681A71B5A18F97495AFEF9561FB7A5EEE4FC2A88A7B8836F7FEC60258E0E4010E1FE0BD875034DCB7C643A3CFEF95EDE8B9390D1FFBE183551EFE09DF05AC08F7FA866398725E07B8F0971344220915C19CFD51C1E6944F4B2D49B082B9BD7A81D7DEBB0792B10BB137782F77E644A96963445EA18E7417B70006A199C1E9782CDABFA63643E2BA872124DB4465AA55A98E031B62EEDD0C7EF1FBB32890F4AD813792D1F3F6D69922EC36F108D7A65D65008B385573D0D;010001;E3835745A6AC05AFB8045A56CB339E0CFAB3024576123A781E0558F1971A3800FEB675BCEEDCF58A617650D82D3C05E3C962AF83576A38C574A0744A5A70CE7D08A031A836EAD67C25FD75C7EF514FAD58A637F8DCD8C5911ED1CA437ED68F0FC0952FAFBE6FCA3185CCB486FFDF56B4118E886D52456B00848B51BDA94FD1F7; ; ;6431
229;D7C30FE67FBF2500C034A5950D5FCBF68E12101BFA36304A4C1229A72EA55D32FD5C8DB01AB2A270E6DB8BA726F73350380270122C98D4F0ED15EDA6170D28CE8A84344CD9FE0E8D72A4BEE46CC7F5B9D6107BEB3707C097B8CB61C3B6769521B29D243D6081F10EAF69CBD52E5C83FF901DF98465370EFEAEEC59DED566CB7B979FF4596C44ADB9630C2EFE45F280E5E27E7286B4E1CF2FAD7585FF38430193B872C3809033C8D054800272B2B078FD7A659C395D0E4366510C489FB3C2A180A19FC48E4CEC63F1E015F0B821798F1F5179EFAD6B765481AF5CF809E45175729E1E3E81F5847A6BDFBF39193CB55058C6A4615F209C64C6B2877999AB7A90E7;010001;F299707661C074792BA1B714A13414550E77518076FCBEE2B46FEB4E81C2D6B3683B016C5628A454CA6F89C2C29670ADD60810DB86D1BB78B2C61EA8DE5C6B923A355EF27AAF2A3BEF7B7AC7C57B93816DEAA1CA39A0995DAED3DD0FCF978E7AE73106DCE44B9309C0172DBAFF6A5BEC4E500E33DD3BD03F45242D2DE0FA7CF9; ; ;4637
230;CEA38DB44DBFDE5D49B2BFC89990FF38D3DEF31EF0920D941FEA85F535EB5BB2AE1F03A321F3556F311C3E24C0E840E6B7608809751625ABBA1392A4F5A3C76BCA9D3BD0BBED96E711943C0949024457FD63609FE21F4DF6C86F8324F153B2644DBE5A2F3D48B261327953D97D3FEB97B22CAC035A7C21CDC9E7ED6D95C2FF156CD41F83FA0740D7FFB0F9AA220C00C2FFB4AEB89F1867F4F5067A56446E786DC10544587BE4A3CC75FB177E743B72B76883BD08E2AB2C41C8330728A60845E7DF02F3BC25BAC04176AD4FA9E0FED35C7DF0659FF7A9BD61F2E5C70F19251F47CA0A2DE272959A8F8A5F3C450E985E440DA28DDAB537D9C7C20C4C38D2278C99;010001;FE66D8F19DD27E5DBDB7F3DAB88107973AE468560ED6BD1D405DB6B194B4554860D5DF4733633D1BC39757110103E2DF0B95570656E7C12EA857DC8A835C675E53B2068D64B364AF645C2683E6BC640B38DE35CCBEEFAF3499CFDC75194F5BDB74471150EAE2808AB2BE8EE564D454667EE2AAAE50051F0CA1B51B5F8E4D28C5; ; ;2907
231;ADA87C4AFDE5DEA794EDAF74C083CA6D27E550D0AB59224407F5A6D0C149943F3325D00292BB07CD3122C9230BC1919004D92E423A9995D573A7B8C776C4ADE01A7AF000446021EDB3FB1D0DDED6EBEAF19B6527D436E29C83486B2A5F15FED8FECA3EDA4C35D94C1A63570CA743E7D60DF71093E184B0CC591740786ADE7F55AFDB2237280F6797B2599D433C80B095B80609C95C853FC112C9BAD7D2DE82399001F58162F7CBCEA1E037BE6F909698AF4882F09B0E82C42760D554B86BECA5A73EF1242734AD11A25C9EFCDF8E46470453ABEEC4C74A8ECA2EA71F6C731E4BA1777DF8D3A16742879F2E8EF9C65E72E248DD572AE2C410FD749E4679330153;010001;D6A091615353571174A5DF261C433C09BB563944970125EEE6B1031B68E387F6681A33048D68AA7CFE4CB724B4EB937D3035D29C0CD0FB1EA0FF8FC0E4C2C9C5939A1E109D61D850A3DE4882B8F20B5B9DA2BA2EB6CF833542F910ADCC76AE315378779198D2D3DEC61E95750868DCF56D7A237A496313BF0631113D280D3F97; ; ;5813
232;AB8330F9E2219F87DF0CB4E02A4A3F943BB2AA146CC6955051C18F22FA13DC33AA126BC7CB1111165A4AF4620627BD99CB12A946940B946B8FF93DC45CD75118A40BB64E21F03A850FF6D4E50CDFFFBD3FF6F46D5D2149904CF9EBBF35B88DD82208D2A35E5221026D9678F66F731FD40682F075DDC7A645EE1B2695B5F98B80BF03BC937CFF483294E6D0688D04A0314C5457C05DC9941745B1C934A1DB5225AEF9336EA764782C14FA699D6490341EF54362DEEBAB35BEA8D8D658043019A180ECED1F8A7CA57992C78D45FFB077694811E7D7F0B5CAF5A58B23F3DD470451E5F4037337ABF8846FC86EC78249F8F62D67DCF8F9F2F99ED547B7AB931F51E7;010001;DF51FA3AE10ED89DB4E5C23B6B4E1A27DE6915408A32B89A6CA0747A82558D9210ADAA813BFF39A3A7733124A458C4748578C34F7D1294BE60C1F66A5173F23FB1FBFAC8C3BFF314C9899061F803CD02A750F714F8E241BB57C7CBD987AC2D7FBBCAEF81E7197160CF83AFF6C85DB7DA51C68083FFD4EE0B190F204C05B9574B; ; ;5864
233;D90AF8018501730DB5549F2DEBF5A231CA0ACF2D3EE30A9726ABF4E6153B0F9BBB315100C998130240AA687B238FCD0EA21DD47A45D0725BAA38156E2DBAE9D59B58349483BE9BAD00D1B06DEA30D75D0549B4A9097ADD498C3D526E423BBB0A74D65B5C224ED6A8A88A60AA3C5C754B9B30A6C4F2C907B7F91BBBFE4CEB0A8A08FAA924EA0CD9838DA3B12A1923F7798E19D57AFEC262F18084C413E5D3DC68BDF87477CB441D74E4B47FE14C2E8C9C73BCBFB143C0B7D00487C2EA411D67BED322E8BADFFE52124452393EC707052CC9CEAAE1A578D25B902BA4E1647432A6316F5A2962E5DB3C64BA5E46367C462641F9CFD01D2EFBB205F2DA99249EF6CD;010001;FF743155F6A09987AE9B1460D42D99F4B4C950DB52008B41E2439124E88B7537A164315E7F89719D8ED96BFA369213066D21E2C154DF6282126AF8D6B4E257F65D02EEBD94AE756BC304882E643F36454AA39A8CA32F7DE6853432B0A16028D41340DDCB7661A78693573A381CC344881503C944613440AC3BD15C2D532323A7; ; ;6808
234;CCE121959C1A16A5B4E46A613CE8E1D2EC6475602E0E86CFA673BCFCE36FA1B634238EAECED7F6AA1D9FFF8BD5C8FC35351720CEBA973DCB65A6951AAD8992064FCB8D8B61AB3A63918DCDBAF1EFE307F0A864BBEA705C7375ADCE7CC16EA30E64DE262F7B4B497BC1A37B83966C9B3863CCF9B15FC679C0D952CD35DEC689D5A79B975899A7D3FFF689F3657DAB5B4F53E3865988B6BAA5737CF1061FC00AA51EB88ADCFD3C7584EF34BA3D33881BCDB09C798AC8D1DC92A2D35B75517F74693363A3318BEC62CAB901FFC9AD2924BB236DEDA6F0841943D290A14A4519D19C3F48D2540287BCE0C4835C1512C02CF944D08D4014F3C2EE606747D01F100A45;010001;F3AAED67AE47D9AFD3F90225D05621C264FD6377A0F1367CE8C7B8ED9B21C05C4EEA7516C572C295C4C5B91BE6098CAF9A220BA884FE5C4EDEA5DB24C91581D3F54C5F00DA4C49AC9167D46FA991839DC54D3EC1D97BC02B706B745D145C91B3C1AC7ECC08E5AEDEB5CF326A98B4A16DCA4AC6367BA5AB81C75E56CDF12C36AF; ; ;1610
235;AA61AADF3CA2F3A061EFF5EC7250E5E5832A3E9E63ABAE03FE88B7970F53F3EA1960EDFAAC445E83B4995541D56D5860396B9DD5ABFBE4A1A68F0A7B95047856A27911FDC95EAA45D45B5D6006016997A3616F04B78AD450B217B472102B158B2AAD36A99D7FFF778A521D86ABA601C3E7B41F920A82FD11B826998FF9CB66A3247319C8EA46F6D5FFF06BB1D14AADB1DED28D74F32B18A5B945D49188FE2955A8A5F209D116E57883583F60FC09AE3F281707933BB22C62EC64A1AB562B45BC1FD45257D55AD836A2C47FB708F5A1FD23F0720E5186CD34EAE7168B6C248BFD801586D22F97B319745AF104D0C12E84A891CA4DB6CFE3928F86A3D9F9AB2211;010001;D8141B7CEDA00A76F882149918BC46AE114781CE6DC7CAA52B4359E40CAB590AC90E103C88ED96E912C5E8D460A422699E2B87F8B8D89375620CE3F4DFAA9021F8986E0B5D7BDFCC05C7B49CB6D15C01C745FC843A7FECC6ED6486AD2133D634614C73F03E1A4E2565ECE9EB2C0B5F6FD749395A872BB42A935D346372843ADB; ; ;9168
236;F5BEF9B36EB94BAB747175BF570A1173BA3C8EA0D6B3143DFA0F0FE0E262A9D41615E8252F826E6520E0FD7381C853C3379D0D88B8760D5988EB9FC3A18933D9CE2ED0CA09C194771AB0E50DE254F596B282AB1E5FCEED72FC06B80D201A1C185FF9778F8FE8B1CDEEB996D27F339E7186449B3D3C31277806B9BB909F8F58D33855EFA5D76BF19117EF25F2AC158845DC8C983D5C769C9FA5EBC29F94FD51A194BA4387277E0C4B8DDE0A0A482196D4F4EB82C1D6DDDFF9A74FFB3E9D491E0AC09FC890E4CEE9EADD7856445A817AE772C09FE424CE1C2F533D3C31A6E59C25469894CAB36C891239BA1EC8E675DB860762AB3F58158F957A6667212C47E46D;010001;FD68C15F1EDFF88BF4D3E2C624971EC93B9C9372CD91BAE0F3FB13F3287FE300C8D26ED26B5801A47491414A5757B0DA1F7D32181F868A6074DCA6CF451B1F82F7BA67805452951DB04322164F2D314F0263333184C95B6FD15D930E4FC63FED19BD0BDCED7B47848EA3EDC92618D9F15090A59F51A0676F8EB65D7DDF0AAF97; ; ;6438
237;B1C9B4100DD48197751793C413B2F36014253802E1B12C266CBEE1DB0318928D5EA26E6EC24DD5B7037DC0B73D04714355D63538BB5436044321D07D1E95379D42C8AE650992AE3C38E3601E2F146C09AA78C3FDAF73D9D1AABF41F592988006650ADD91662E2D0DD1E8BE92B5E90FD0A42061EDA0A7852BAE8399DC8058E22BF946ECF299EC48170A7398FC7CBEDF7B518FEAA42BFEB7303FD6BA1FE15EF2C92F479F5C29CBB58ED1A28282DB4086232C816B05456F5A9ED63531497FC7387DC1F45A92FA7E465523F751BD051BF1AB112EE005E142B575CFD85CB53DD2FAB62B37C4930CE9E55F62551E7F8BCF18212D7C679C313AC7FCB14E4144CEC1B1FD;010001;D67E65BBF4C5A35627E3456802E4647D34E7A0C23417D634E424A7192A5E614333F7A87CAA6ED629EB6BCE7F0CC88B78D5301F5F7DFD04E54044B4FBB9B1432A7EAE68D008BD5CC6A5D3B7C4C461FB1B91A27A6F2E4280B4F1C9D64661561587678D4B445BD189C141A11A5A96468DF72199DFDD5B17AA1389B6FFD04E49CFC5; ; ;9282
238;B9B9E82CDBEB59B76C96095778CB49AF700714936C45122AB64062BC424F6AD4436EA39D24F2CD9A472FAB2EAC599CFC9A175BC0A72B9AA32C5FD31B31136F903DE24FA45F862E598595C1E5BF5574DFD20EB18DA92093A2E1AF95E8B34EAE7A9BCCB294192EB7AC9BFE9DF6DE6B8786F820B5C31AEAF2ADD48C580C0EF4185E796F27CB42D0F54B0ABAA0293DA5002A82E63DC9727688ADB4A22BE5D21247477B7751CBBA108DE50F9FC3FA7883FCEA1B284EF579315289FE39422E9153A9AA90B54FEFB331A1CCA2880A865A763B7C3373713F09D5B8B9EFF8576575307BD771AFEAD159506DBCDFAB50A20D827284197EE8874DD314F96DB490215B6420FF;010001;E79E97B2F4850B6F66AAC19B2D3224D1AF9F93D38008D396389DDD52E380D482F49D76726B1A4E0E5708F3F62954DCFF40C5F6EE475B5C4D290DB51E0A0033572052D7E6A5983C20C6A7BE9A3F2080D7C53F902EA1F894B75A94786C89BAA1727805B6A20FBE18D3E4165A38F4C384A784C2941E203F7A7BE08FFAE425434D3B; ; ;2446
239;AD83E49C9A750C0D4C96BEDE1FFE32EFD392122D97FAD1AA12FB01A70A468F2815FB1DC1CFF81DA5BAFF5104CD76227B9F88E249C35C9BE65BCF5097048BB734DAF1A6855F71CDA3BB8687FEF92FF991340BF8F286BE46DA4F1D9563C558681C821094F36AD2EC5B2E649A9EA0BA170530AEF3AE0170DC53B246EA6278074A6499E54894FAE1C6C1420AE165F28A458D4A318EF3EE73A8444327B4C8E12B1124E3B873FE6FA92559EE249CD6AE54134AF849A97EE5294A020CC70A0C65B0456B156F6B24C9CBE8AF2B035E6459D0F289D65C4EC4C5384E20742C7D7A668CD0526703DED7B0130544B6F630E034FBAD3F6F8F01A0564966D8B94A6250F693056D;010001;E1EB614DB4C8785C2447284AF6908EA5B92C52791DF1352A115A1C36030AE7D5B5E4CC4B5BC226D7F06A3B5A3A867A96EB099108E8ACCC8C4142A967E094E921B3BF396D9EF8CBE3A4C52A8C237B850F9817832CD048CADDD52CE478B244FF93F2797B07F4DBE10D067DD6C6D85B0E84413FFDD7D0D56E473C7656A4C5156169; ; ;4299
240;BA44DDC551153FB7CE5BB2061408258415FF5BCB2A35AA5E117A722802E9CC6B83F6A420573669150DF85D1D41EF5DD379BEAC34F27A1857752C28FCCD09528806C5BE858BDAA0031914614B1A75B524478A1314DC930A115473CBA1E77CCD7A5AA6884BA76D5F5BEE3EABD0C92AF5F46798A416A0CFC4BBF7E4016E4AE1107354CE3CBD99409597F75B0DE9F2DEC8B15AFC00E451D7A2006FA8BC8CD145D552FE4AFD8C146323E7457D8FB4CFF20EDEF974A0DE93467BAFCD26B90BB72CC652C536B4B94B3A40EF5331A363C9918858ECADEF242AE6D0E71A3C06DBBA86173D66A2F7BC95F208A3F2B3183C2C02BC94AAE582816E764923EB2EDB325CDEDF9D;010001;E07CCFDBC5C3A6A7C29FC8ABB99E829FB6F7E3F003DB47AF3752F716DF3A420E707BB8653D41C3F5B660282F9542770DE19E0F11E0D0C0919DBC5C1A8CAB6DE6CE45C48AA7DBDD0DE70360BFE2828B89FB5BF1B9C2178FACE9685EF9BBF0CE8FCC6588FF41C6798FC6E9AB47A2FFDF6A7DB9CC719969246F61A669D662D0C7FB; ; ;1841
241;BC2AB469913CAE389BCF1636A0AA9BBFBBDC10D8B0A4832FA640D6D26B932AA44A6F6D1A722E4C5A6B753D3C7F2DE4F0C7BD9D110B11DCFCF014D7F1391A0CC3E1B9B78F20B63AFEB8755E3C470551B29A7D7B531B2E9C130D77D17392A72E9C72933043929DC75FB33109262589EE12E537E7CD1BD0C0AA449B663A9200A2FA5DAA8BF1004356A635A68751DF3EC9BA5AAD73C7E77B357FC19BEE4DF818545ED29B909E19E27ABE64A646629A092849CEF9CC47663D2E61DE0FDA76A5B1824001AC17E5CCF1A05C75E5C35FAAB6004D0662046113D8B888C2E4F8E5F0B4A85F1B0946920FB116AC2CD3C45A409004C8A8D946FE4AC051AF6248503121C28025;010001;F16681510FD6D06E7DD7A1596AAA0BCF2BBF99825B14D6432E58DBA7540DDE4D0E5D0F1F7A49ADA00C9232290E3A0F44BDFAF2ABF582195EE964DF106A70AC3233C5FFEFF7BF88F80C31FA485530C515547D05BCFDC3F8DF690C4708E12E5BEB5F892DF5882514273C37C3395C92ED2AE5B6EDD724843FD39EA3241331665ECB; ; ;6936
242;CC832E81527E72C2886AB664E28AC79758E3663CDB930BE42B4A321D9ACC1575D24D699116F031D93E49E1D6A66BAE2B9E17322E22D1C0DDB2A4D9BF36B6941C79A2BD0AEC6CEC4C2C7E474348666E0F9DA28440B0AD09FF0C006C5B8D38213B352267E1501BB5FE0A92246A69E78A407973DCF95A1A5C260989105AE6EAD4478C3AA4AA6F62E697903E6EC360C2332513968088B3FFC61354FC99DFCB101B80823771D7B7574659D41D59A19A6A2385A46D59BF38846EC84F63CB7C6CA7B756AEFDAFB1C69B77592D6D1348F7880014E69E21BE40E9E83C74E6F7802A59DA2C83B6DD18D8CA40ACE61C0C3DE8320AB335E100CE0FD0017216F5F58AAC8B987B;010001;EFB2887F6E19E4F9628580CACA84BD60F14625A1A840585D2002EC65861C4541BDBCDB3DF98BACF61B2A6F635689B9C9FD3A3B2A4E9C4E7D72336AFA201EFC2F0A6322967DD05305115686AE7634954C651FDD0638DDF1EE16C1EA4434E58F252A30CA1ECB133033B41277250C46F797FF5662855FFF6BF7C1158DC998A70913; ; ;9113
243;9C76E5F70523DB76834B813B757CE3792BC91094CD716A7A943A004B9EC400E95426EEC27352E617ECB5D927D442A3C33902E08097C3BCC6BE1B93F32F54BBCB3224247788B30FC45639A36E3BF07628533B5EAABDF17765D0F2163A9D14E3421DCCD0D4D5353B5C8D3DCC7DE5914C8A720426FE3AAB61E4DD723CCB77E418D3BC2A0EA26294A7567437FB0B1A4B37DFF1854DBCC6D7C2693651650444FC8D597C4B2C2C11EC0FCB7200A3319420ADAEB1365CBFC579DA52A9107E807981897A766088662911E2027EFFC079E4130A1B0670D0E02CAFB72F4EBB96A2D476C87A08EAC177B933C1C0D7301BC8E6EDD07FCC65655721681569AC4CA71ED6390CD9;010001;CE7CACEF229157DC29105F8B70AE778B5BD9ADFE70E73376C35604058A8471D6ECABF1DB5033D4EFE887629CDDA09EBE2EA2F72EAF897945E98D571ABC323B65535E2C773C2DEA80C82B5B9E86AE2F778D9B7E9848D3C0221518083B4C63F636198B7DBBD28CAA66837A1EB1A1B5ECBA22F4B71A1B3BB6835205E1636D35111B; ; ;3185
244;AA37DB1B1DFCBC4BB08556EC0A553C70D60C3279ACAA939069DEA280E69F75153D6A482719ACEA240AD55E805342A2430DD71EDFDBEFDA4669857E5BD8FC0A69570CCCDD87D7B9AE7AFC1E13EDA27481B2D4EB3B687AF274BE23ABD9480699D791265290314586748245162479948674C8952AA0752FD59159C827E920859933C780496DEB6531CE2A3512D137B02A4BFF405D249029219831F17609EBCC1C0606E86356BCF78184A8863463AAE186AA0D8DCFA72E59C276A533242A3F8BE6BB19BAB513C6BA9856A715A2DC955D573A8243129C2F42EED7C35BCE122DF34D7142EEA44F51F3C9B6DB7EE1F664557056B694AECBB8C886390163BEB3C2BCE491;010001;DAE8578F049ACFCEFD791B86D0FE9FFC909ADC7226CB696F495577759114F5C3E1F7CD16CF272217E650410124CFEDCF1069654DE6FEEB02F1C8D8D8D93E78D94B3D9E087A368D5D55E2468F05E966AD179EF926E4EF08D0D58CE39F124A174B94FA8EE9D5BF576A029AEE3E310B885C5124AC7ACF7C61430D3D97117ECDBC47; ; ;3630
245;B984CA54D566FCAD731C1A10244A258FAFB0326267500150869B69CFE66CB678E76EAA553FB73E9C8469F66D99CE4D32A8E817611D82175D64A2901AB0A4BED55BAB7B9B982FBA1FED739C93C68B014D351F5829FDED1C66DF8CE3A590609AC198FB5E44935801097D17EC4ED05F050E3585F56EEED3FFCE3A3BF067009CB1999207EE214828F65DC6D7DFC5CF378C8B894435C343E7251447CDF2D796233F33D2DD550A3DF166CA84D3956FF507B39997999CE87915DC0929923B4E987664490718A2F3481D70FB66758C3D385C48A7D33EA1476D3ABAF7B1493B8EF26B50B978A4B6B0280764072E9D44A1951EA712A37021047CB00DE5560CAE47B3ED76E5;010001;E64A4466A8830D938D29F6ACF29D3B7F2BCF4E40D864166BC1598A1BD02871C11C9F1EFAB59F8C421FC75DECF3CF66195733722D0C676E7AE1E3165A1BC78D5E2B8AB8EE48AB137A023D03922C3FFBC30A32F1AB4622475131073AD4B460F6B098D98EACBB233BEC9CCC35D1102F324CFC1A381E2CB398793AB5200951AB152D; ; ;13092
246;C2744D6E02379298220188F3909A4B95BE4678E54DC561B37401656A06F0F29836FACC36F2F96BFDB1F519C6D073566DF0AAEEF18D12385F65EDCCB06169DF6E9854685BC033BA3EECAE58B70E1FF5844F26E2BED1426C3DD8A31CF159C4C97EA069DDA3544AB145870ACD08E35E3B9C77123366EDB58791B4E8315773569C5D51C6CD05052DC95C1C53D9F7DD8D044383BFEFFC46F0121CFFADC4ABCA6FC6F196D5F9409B0920099CB524C0AF538F13B1B17730386C8260A081C5409A267F6DB437E4F286186A2A7DD4E177E2443B1672DCFAD92710F498F33F38BFB034EAF1C53A517DBCCE7CEE9F294D733C5A266038850628AF4A4BE4D28D212F258A5B79;010001;F094C82DDC43E58461AB4DCA360FF713E33C98101CB47FC5383898127186935EBC5C30C72D5002DC0E24A138F88625C592A42180ADDBFCCB609B72BFED178BD419C94609DF8DF1ACD3A808AC875E71EF09AE3B1BE794173126AA6E9F76167CDF8890BC929BD021DA13EAC4730AFF698343761B58DC74A9791AF0DD4F522841B7; ; ;7437
